id,band_gap,formation_energy_per_atom,density,e_above_hull,energy,energy_per_atom,pretty_formula
mp-12466,0,-0.268617239,8.720156817,0.003818491,-54.27639958,-5.427639958,Fe(PdSe)2
mp-776520,2.5406,-2.979050047,2.831604227,0.024379481,-276.8798419,-7.286311628,NaLiTiAl(PO4)3
mp-16794,0,-0.642237584,9.214154653,0,-309.9122106,-8.608672515,Sc2Re3Si4
mp-570393,0.3185,-0.109498626,6.362410469,0.055971757,-359.9793614,-3.999770682,Cu8GeSe6
mp-864993,0.1913,-0.626241621,7.866377587,0,-183.7573722,-7.656557177,DyB4Mo
mp-9272,1.0549,-0.778055405,8.187477363,0,-59.08439001,-4.923699168,TlPt2S3
mp-553962,2.3099,-1.546414575,2.800993215,0,-161.13267,-5.035395938,Rb2LiNbS4
mp-2808,0,-0.737328685,8.907804898,0.070602645,-17.36911725,-8.684558625,ZrRh
mp-560381,3.4383,-2.893536037,4.449849293,0.003465287,-127.9742267,-4.570508095,RbIn3F10
mp-758520,0,-2.167891966,3.139734875,0.08225546,-173.9918552,-6.213994828,LiCuPO4
mp-20714,0,-0.02427429,8.054635638,0,-33.57469236,-5.59578206,FeSb2
mp-680653,0,-0.321385437,8.019580508,0,-96.08607078,-2.183774336,Yb8In3
mp-34611,0,0.025234168,6.783174992,0.130423009,-8.67363964,-2.891213213,ZnAgAs
mp-17864,5.501,-2.952779759,2.545377499,0,-407.0764723,-7.828393698,BaNa(B3O5)3
mp-676023,5.5722,-4.114475884,4.590221847,0.135754588,-185.0974354,-6.610622693,NaY3F10
mp-26702,3.3131,-2.546064729,3.765464203,0.005106931,-490.809192,-6.816794334,LiSn2(PO4)3
mp-32495,1.8278,-2.704629612,3.113662055,0.031126425,-374.9954487,-7.211450936,Li3V3(PO4)4
mp-773039,2.8371,-3.035977596,4.13154491,0.001413844,-409.2224561,-7.578193631,Li2Ti6Zn3O16
mp-1007862,0,0.039278605,8.092877139,0.073793627,-31.00063467,-7.750158668,Fe3Ni
mp-37680,1.2094,-1.682310833,5.562742393,0.012900379,-59.39924671,-7.424905839,LiGdSe2
mp-6625,1.3632,-2.359977367,6.425298418,0.000455241,-49.7720166,-6.221502075,LaAgSO
mp-975897,0,-0.830600777,13.45510763,0.010376537,-39.84381577,-9.960953943,Hf2RuRh
mp-18411,1.8881,-0.861715489,3.365266121,0,-100.5538298,-3.591208205,Na3GeSe3
mp-761841,3.4618,-2.552220969,3.262345196,0.039217477,-630.8519153,-6.571374118,Li2SnP2O7
mp-684504,3.8819,-2.531980458,4.229129092,0.035645502,-524.4255293,-6.555319116,Li3Bi2(PO4)3
mp-31138,0,-0.226809353,10.1713814,0,-51.20182504,-6.40022813,MnPd3
mp-556088,5.68,-3.188327708,1.717308532,0.100823307,-750.1801815,-7.814376891,SiO2
mp-771161,2.3516,-2.603154218,4.306091014,0.040747631,-142.8268818,-5.100960064,Ba3(BrO)2
mp-29955,1.1701,-0.266286625,6.687215766,0,-51.16878011,-1.827456433,Hg3(SeI)2
mp-9807,4.3497,-2.596891342,3.940182594,0,-150.9882599,-7.549412996,KDy(CO3)2
mp-13816,6.864,-3.62544012,4.926230262,0,-52.47429483,-5.247429483,Cs2NaErF6
mp-556806,4.1749,-3.02040991,3.456069291,0.01403935,-148.0700624,-6.730457382,BaNa2(SiO3)2
mp-773605,1.3967,-2.395048141,2.885813957,0.031604734,-315.7989029,-6.57914381,Na3Mn(BO3)2
mp-644409,5.7212,-2.771103622,2.909441577,0.000808262,-120.7552308,-6.708623933,LiAlPHO5
mp-531820,2.8323,-3.281534551,3.430934859,0.008923484,-438.271716,-8.116142889,Li4Ti7O16
mp-5326,0,-0.680052946,7.772952779,0,-29.9997256,-5.99994512,Yb(CoSi)2
mp-4415,0,-0.606312009,9.004203195,0,-31.07510292,-6.215020584,Ho(CoGe)2
mp-3585,0,-1.045423096,10.80756555,0,-38.73199512,-7.746399024,La(SiIr)2
mp-1008866,0,-0.76224451,5.253506081,0.290016909,-10.68022382,-3.560074607,NaAgO
mp-979961,0,-0.516474324,10.71658095,0.021890877,-8.25593704,-2.06398426,Yb2AgHg
mp-849371,0.6904,-1.836796437,7.316131187,0.03029739,-107.1494382,-5.357471912,CdSnO3
mp-753676,0,-3.25292713,7.880871715,0.022003025,-172.4857539,-9.582541884,Ta2TiO6
mp-11549,0,-0.278817563,10.03663214,0,-20.27194193,-6.757313977,VPd2
mp-32544,0,-2.606859404,5.315399047,0.162204504,-298.4041552,-8.776592799,Ti9O8
mp-646450,0,-0.48784539,9.05272082,0,-68.84157058,-5.736797548,TbCoSn
mp-1069,0,-0.567430188,7.922314999,0,-45.01430541,-7.502384235,HfSi2
mp-15895,1.1125,-0.774437814,3.9138659,0.008836326,-57.32756839,-4.777297366,Cu2SiS3
mp-778593,0.6203,-1.938298632,4.364222714,0.089249611,-177.2097817,-6.328920774,Li4V2Fe3Co3O16
mp-753360,3.0542,-2.192346482,8.777058056,0.052500831,-64.48899883,-5.374083236,BiOF
mp-559227,1.9943,-1.010940372,4.049425249,0,-121.8871214,-4.35311148,RbGeBiS4
mp-675989,0.7564,-0.3760864,8.555401487,0,-52.15516633,-3.259697896,Tl9BiSe6
mp-861948,0,-0.198344761,5.174634265,0,-15.94237966,-3.985594915,LiPm2Al
mp-723064,2.3751,-2.562309651,7.720547247,0.006376709,-277.3704549,-7.299222498,Ti3(BiO3)4
mp-973068,0,-1.85196634,5.012149709,0.566151179,-32.3709066,-6.47418132,ScCuO3
mp-562977,2.7775,-2.389597267,3.044071667,0,-348.6440396,-6.704693069,RbNbS2O9
mp-557915,5.46,-3.135309723,1.988270058,0.006935093,-269.2524998,-7.479236105,AlPO4
mp-15905,0,-1.106287326,4.890589438,0.026590752,-324.4821551,-7.374594434,Rb2Mo9S11
mp-557285,2.801,-2.509950936,6.490683802,0,-495.515373,-6.519939118,Ho11Te16ClO48
mp-31278,0,-0.523443273,9.193451708,0,-131.5141215,-4.383804051,Ca3(Bi2Pd)4
mp-10125,0,-0.192643265,13.02801571,0.086173364,-26.75291928,-6.68822982,SbIr
mp-10530,0,-0.709040894,7.101772382,0,-27.10029852,-5.420059704,Tm2AlSi2
mp-11040,0,-0.541226666,7.328588767,0,-68.78614211,-5.732178509,EuZnSn
mp-679930,1.0115,-0.087612477,3.376224929,0,-392.9406402,-4.911758002,Cu3P15I2
mp-506,0,-0.72909122,6.693304704,0,-8.24065935,-4.120329675,MgPd
mp-20559,0,-0.264984538,7.003885504,0,-69.04775376,-4.31548461,Ga3Co
mp-12722,0,-0.881990347,8.014162419,0,-64.79872345,-5.399893621,TbAlPd
mp-557012,4.5494,-2.966559655,2.552562731,0,-172.7414304,-7.1975596,Li3Sc(BO3)2
mp-774424,1.3694,-2.328854974,3.7957851,0.061290811,-199.9648907,-7.141603241,LiMnVO4
mp-635456,0,-0.503223293,8.699423041,0.034550921,-39.59567669,-6.599279448,EuCuBi
mp-503,0,-2.181829327,9.376053775,0,-15.23798106,-7.61899053,ThS
mp-631317,0,0.883972609,10.25772127,0.997725498,-11.25178252,-3.750594173,NaIrPb
mp-552806,3.1907,-2.415062388,5.919370063,0,-55.20966379,-5.520966379,BaBiClO2
mp-560402,0.0688,-3.719053143,8.200375283,0.006043924,-217.2021896,-9.872826798,U3O8
mp-1009127,2.2633,-2.272208144,3.555817465,0.796437545,-10.37516644,-5.18758322,MgO
mp-989197,2.5542,-1.653361876,4.087541608,0.135166958,-24.51446589,-4.085744315,GeClF
mp-554236,5.3002,-3.329870293,3.068874977,0.001274757,-296.2779329,-7.054236497,Ca5P3ClO12
mp-6046,2.1525,-2.436930619,3.534116504,0,-548.4626877,-7.216614312,Na4UC3O11
mp-752858,0,-2.348814458,3.388340999,0.064840055,-98.07346233,-6.129591396,Li2CuSiO4
mp-12718,0,-0.502519067,5.673397556,0.15273228,-12.20860875,-4.06953625,LiPrSn
mp-777422,4.7289,-3.033784848,6.897815939,0.007916657,-56.86630067,-7.108287584,DyHO2
mp-675637,0,-0.005479418,6.128727407,0.061574561,-57.63092683,-3.842061789,Ge5(Te4As)2
mp-769239,0,-2.824653434,8.351894422,0.110070081,-208.9270472,-8.705293633,CeReO4
mp-14835,2.5813,-3.293609855,5.423400476,0,-490.347745,-7.661683515,Nd4Si2S3O7
mp-18944,4.7451,-2.407934804,5.103497633,0.005577675,-355.6456885,-6.839340163,Na5Y(WO4)4
mp-569281,0,-0.595793831,6.870159482,0,-137.0845493,-6.854227463,HoB4
mp-1864,0.1103,-0.568864003,3.767286941,0,-141.5549892,-5.898124549,LaP5
mp-3925,0,-0.785053803,4.836103702,0,-75.34466343,-5.381761674,Co2CuS4
mp-769632,0.9599,-1.792184149,4.114499559,0.049816087,-170.6075603,-7.108648344,Mn7CrO16
mp-23005,0.4221,-0.261553755,7.517303579,0,-44.43000264,-3.70250022,Bi4Te7Pb
mp-780129,1.4516,-2.455031193,4.193462881,0.054493235,-173.3595724,-5.778652415,Fe2OF3
mp-1018019,0.0362,-0.812688357,7.19010811,0.06110167,-17.58253436,-4.39563359,PbS
mp-573324,4.8781,-3.010568094,4.100246962,0,-94.47298403,-6.748070288,CsK2Ho(PO4)2
mp-7571,5.1353,-3.43810256,2.833943292,0,-94.50318955,-5.906449347,KNbF6
mp-567407,0.7994,-1.600885026,5.317883479,0,-327.0138404,-5.109591256,Dy5C2Br9
mp-569713,0,-0.45046436,5.352001971,0,-17.22077334,-3.444154668,La(AlZn)2
mp-972204,0,-0.264652512,8.83916811,0,-39.34538291,-9.836345728,V2MoRu
mp-29622,0,-0.482532844,4.689536828,0,-62.25889076,-3.112944538,Ba(MgSn)2
mp-867676,3.7585,-1.631010824,3.922015866,0.091532002,-79.15676143,-3.298198393,BaCaI4
mp-31134,1.0698,-0.837847847,4.841592502,0,-158.0372786,-3.292443305,PtCl3
mp-531793,4.021,-3.359685126,3.475835077,0.03303901,-396.1919838,-7.074856853,MgAl2O4
mp-865250,0,-0.04235601,13.52726354,0.140207944,-38.32418215,-9.581045538,TmTc2W
mp-1016833,0,-1.846958406,5.129347741,0.269316104,-31.26327032,-6.252654064,CaRhO3
mp-768120,3.7817,-2.369350553,2.969533876,0,-156.7197052,-6.529987717,Na2GaPCO7
mp-3817,1.8445,-2.279259932,5.676613347,0,-479.4884884,-4.281147218,La2Au5F21
mp-744579,3.1431,-1.554271007,3.339925643,0.080307225,-336.1138492,-6.22433054,Mo4H8N2O13
mp-759711,1.3659,-1.632654558,3.490185089,0.108890514,-339.3712028,-6.284651904,LiCuCO3
mp-28288,1.8132,-2.462725007,5.85823166,0.053732164,-208.0158483,-6.50049526,BaGe2O5
mp-626690,1.5132,-1.023825504,6.665499524,0.085620784,-103.2366203,-4.301525845,TlHO
mp-1085,0,-0.070248328,19.31628432,0,-67.87504612,-11.31250769,UOs2
mp-850441,1.0587,-1.904635258,2.534991185,0.05792361,-326.4210779,-6.044834776,LiMn2P2H9O13
mp-774317,2.4021,-2.487211124,2.594646675,0.029346239,-221.4810223,-6.514147714,Li3VP2H2O9
mp-8207,0.3397,-1.122891424,10.6086227,0,-56.03071891,-5.603071891,Zn(PtO2)3
mp-755667,0,-2.187814,6.502178634,0.050501097,-105.2643285,-5.848018252,Ba4Bi3O11
mp-753714,2.4741,-1.191274986,2.544508357,0.075946258,-95.59878884,-3.983282868,Li3CuS2
mp-772040,1.8319,-1.934234159,2.929838695,0.004573977,-89.59635132,-4.479817566,SbH(OF3)2
mp-574580,1.1367,-1.097097831,5.106152575,0.017090975,-224.7655817,-3.305376202,Tl4Pd3Cl10
mp-15898,0,-0.773098887,7.195284198,0,-130.796891,-6.539844552,Dy2Co3Si5
mp-568320,0,-1.025277703,6.090617594,0,-90.85703836,-6.489788454,Y4Sb3
mp-1018729,0,-0.419917833,8.362904203,0,-19.72500089,-3.287500148,HoZnIn
mp-557874,2.9041,-2.353498068,3.237635831,0,-254.6082737,-6.365206842,KAg(PO3)2
mp-614628,4.4268,-2.827032052,2.36599259,0.001290787,-270.7757865,-7.125678592,Na3Ca(BO2)5
mp-779092,1.4655,-2.934669887,3.34940897,0.00307505,-503.7306271,-6.996258709,Li24Ti11CrO36
mp-865914,0,-0.451808772,8.499064356,0,-39.5005215,-9.875130375,TiVTc2
mp-977355,0.0105,-0.625123239,7.693409919,0,-82.8549542,-3.452289758,LiYb2InGe2
mp-972296,0,-1.25259093,9.038331758,1.460159085,-38.70641311,-7.741282622,ZrOsO3
mp-973271,0,0.567095259,1.516521967,0.567095259,-7.53000608,-1.88250152,K3Y
mp-28656,0,-0.200803413,7.608747206,0.013699404,-109.9431307,-3.791142439,Tl5(Cu7Se5)2
mp-7233,2.4101,-3.415739096,6.173818369,0,-38.87420834,-7.774841668,La2SeO2
mp-1009017,0,-0.764186553,8.78692325,0.34726022,-10.23378111,-5.116890555,HoSb
mp-555088,2.816,-2.121819272,5.16790405,0.018237049,-133.6227542,-5.139336701,Nd4(SBr2)3
mp-770448,2.6215,-3.660326428,4.279245307,0.085812564,-491.3074874,-8.773347989,La2Ti3O9
mp-647818,0,-2.235500108,4.426901191,0.008362783,-73.53340957,-4.085189421,CsNi2F6
mp-997094,1.4515,-1.878653317,8.016911098,0.032278768,-41.85023728,-5.23127966,SrAuO2
mp-867319,0,-0.780887443,9.846398114,0,-26.59357736,-6.64839434,Al2CoIr
mp-754197,0,-3.061465093,8.121052917,0.108042933,-30.2288819,-7.557220475,NdO
mp-752767,1.8451,-2.19012544,4.990605209,0.000891351,-16.33824825,-4.084562063,LiAgF2
mp-541447,0,-1.125496414,2.59839204,0,-176.9512263,-4.915311841,K3(FeS2)2
mp-12815,0,-0.429501049,8.853069654,0,-33.96529377,-2.830441148,Na2LiAu3
mp-16001,0.5599,-0.828653836,4.26682961,0,-363.6561675,-4.662258558,Rb5Ti6AgSe27
mp-561288,0.3985,-1.663486495,4.075334918,0,-91.95968346,-5.108871303,K3LiIrO4
mp-19325,2.2417,-3.053738849,5.945449234,0.01304275,-67.08934404,-7.45437156,BaY2NiO5
mp-780565,0,-1.911121835,2.935058136,0.039798317,-359.2809656,-6.194499408,Na6Cu2C4SO16
mp-676874,1.8428,-3.659236101,6.514250791,0.152931631,-569.0498757,-8.621967814,Dy2Ti2O7
mp-13360,0,-0.884588511,5.556326569,0,-235.1568087,-6.532133574,Y5Ge4
mp-706277,1.3277,-0.839064281,3.215571679,0.01108712,-196.3504646,-3.927009293,Li10Si(PSe6)2
mp-540584,1.3599,-1.307866321,4.226373788,0,-22.39097258,-4.478194516,K2PdO2
mp-744192,3.2086,-1.071280113,2.221361167,0.023927209,-508.0496368,-4.704163303,CoH12(BrO6)2
mp-14036,2.1619,-2.638089871,3.78927238,0,-45.39453669,-4.539453669,KRb2RhF6
mp-28945,0,-0.268966464,3.30168182,0.001642468,-34.47207264,-5.74534544,Si2NiP3
mp-998739,4.253,-3.100716984,6.652352928,0,-23.73651945,-4.74730389,MgTlF3
mp-973627,0,0.117240211,1.233429113,0.117240211,-4.54609548,-1.13652387,K3Sr
mp-625653,4.0857,-1.23293324,1.702836116,0.028147357,-259.8134834,-4.63952649,H9BrO4
mp-20370,0,-1.790025023,9.928997919,0,-64.37799625,-8.047249531,UCuPO
mp-9251,0.04,-0.432861232,9.499054585,0,-53.01003951,-4.417503293,TlTe3Pt2
mp-865214,0,-0.206099722,11.2478901,0.025444148,-23.06328696,-5.76582174,Lu2TcAg
mp-772241,1.7332,-2.745722079,3.100074334,0.041188248,-158.011359,-6.583806627,Li3MnAl2O6
mp-21073,0,-0.922592575,12.55441373,0,-83.32965042,-6.944137535,HoGeIr
mp-753309,3.9118,-2.554457476,8.045884349,0.01107102,-71.17261586,-5.083758276,Bi2OF4
mp-20473,0,-0.036916345,7.840588927,0.079082187,-46.10398752,-7.68399792,Mn2Ge
mp-985707,0,-0.052380888,8.145907582,0.001964558,-154.7816818,-4.836927557,CoSn3
mp-540631,3.5101,-2.503666738,4.320683966,0,-199.8462023,-7.137364366,KTa(GeO3)3
mp-12784,0,-0.759324798,10.33710084,0,-43.31414826,-3.609512355,YbAlAu
mp-559388,0,-1.773891847,7.655749561,0,-203.8233038,-7.839357839,U8FeS17
mp-10846,0,-0.292441791,6.978498791,0,-59.17169204,-4.930974337,NiAsSe
mp-760501,2.7771,-2.711972881,4.83858558,0.039033423,-113.5726473,-7.098290457,TiGa2O5
mp-7060,0.6563,-2.075783302,5.691611933,0,-48.27752221,-6.034690276,LaZnPO
mp-570184,0,-0.951750933,12.08472469,0,-107.0053338,-6.687833363,ThPd3
mp-770124,2.7068,-3.442065095,8.372115178,0.000594904,-540.6185095,-10.01145388,GdTa7O19
mp-1018936,0,-1.181045805,7.010116223,0,-31.19316044,-5.198860073,PrSbTe
mp-36447,3.0016,-2.895174885,4.307643047,0,-99.80817132,-7.129155094,Al2CoO4
mp-541844,0.1335,-0.339788945,12.50157437,0,-246.5085564,-6.847459899,Ge5Ir4
mp-754640,0,-3.271091921,6.693445151,0,-40.16643586,-8.033287172,Ce2SeO2
mp-571094,0,-0.659798827,13.13803448,0,-170.1175921,-8.505879603,Th7Ir3
mp-32395,3.7318,-2.293838072,3.570321069,0.027930944,-296.4519609,-6.444607846,Li2Ni3(P2O7)2
mp-510357,0,-1.367855962,4.722868685,0,-144.6953478,-5.565205685,La4B4Br5
mp-3278,0,-0.934649009,7.499830843,0,-30.66384473,-6.132768946,Pr(SiPd)2
mp-10003,0,-0.343186328,7.830811766,0.019272106,-110.0939723,-9.174497692,Nb4CoSi
mp-685941,0,-0.224129339,6.574539961,0.022341375,-26.35505967,-3.294382459,In4SbTe3
mp-571382,0,-0.728537483,8.102344639,0,-31.92345516,-6.384691032,Nd(CoAs)2
mp-540686,5.4136,-2.682697114,3.975136992,0,-314.4463819,-6.55096629,CsPr(SO4)2
mp-28743,0,-0.355605941,5.36326527,0.004661449,-159.962357,-3.477442544,K4Cu8Te11
mp-753809,3.7974,-1.695165409,4.150321546,0.027377417,-40.34823574,-3.362352978,BaCaI4
mp-773030,0,-2.899626602,2.503402907,0.061602145,-151.4665962,-7.573329811,ScP2O7
mp-1006278,0,-0.772792519,10.96190543,0,-24.05666495,-6.014166238,AcEuAu2
mp-3997,0,-0.600730879,6.82847133,0,-26.76922237,-5.353844474,Sm(CuSi)2
mp-11791,0,-1.196599814,6.639384518,0.025608977,-87.19605431,-5.449753394,CeCuSe2
mp-542629,0,-0.656390784,5.738039846,0.004272704,-296.9467061,-7.070159669,Rb2Mo9Se10
mp-30909,0,-0.7806806,8.698871354,0.00663414,-25.03737331,-5.007474662,Sm(GaPd)2
mp-7234,0,-1.214140598,7.257361878,0,-223.2721511,-10.14873414,Nb5N6
mp-770941,0.7771,-2.33915075,4.337916137,0.012934284,-200.5927229,-7.164025819,Li4Mn3Nb2Fe3O16
mp-4903,0,-0.56790592,7.57249547,0,-26.36692674,-5.273385348,Tm(CuSi)2
mp-570981,0,-0.983918875,8.929400664,0,-152.9155671,-5.663539521,Ce2Al16Pt9
mp-756698,0,-2.003519581,8.640233112,0.057889451,-89.53346437,-6.887189567,Gd(BiO2)4
mp-30339,0,-0.335996243,9.940864027,0,-11.23274707,-3.744249023,ErAg2
mp-5426,0,-0.638009549,8.596990667,0,-77.31076356,-7.731076356,ErB3Mo
mp-775434,0,-1.754309274,6.11878656,0.050336748,-77.90693041,-6.492244201,CrBiO4
mp-746030,3.2921,-2.484946974,3.465053498,0.002531413,-187.1012653,-6.682188046,NaFePO4
