id,formation_energy_per_atom
mp-1186570,-0.4639687416666667
mp-1180828,-1.423002465252381
mp-1020714,-3.5597050586586674
mp-1185247,-0.18320163083333352
mp-1208205,-0.7807739055555558
mp-1177117,-2.443957353571429
mp-1187534,0.04093200750000037
mp-1208238,-1.8024684687993426
mp-1220532,0.004736297312500426
mp-1190085,-0.5186022758333335
mp-1175215,-2.0646966228683326
mp-1214345,-0.5002334966666666
mp-1205209,-0.823598113368056
mp-20265,-0.49330017166666673
mp-1184458,-0.7959590824999996
mp-1043526,-3.072267742187499
mp-505216,-2.559624313522725
mp-1113739,-2.2041119467060004
mp-1228124,-3.249079793861111
mp-1195095,-2.6437926513878263
mp-1225799,0.012995337500000481
mp-1215190,-1.562197212630208
mp-1183614,-0.20646133999999972
mp-1174068,-2.122919822816999
mp-1204215,-1.1734708477280231
mp-1147621,-1.2619080058333332
mp-1110942,-1.0918494335999998
mp-1080164,-0.9239284157812501
mp-1186659,-0.3370847443749998
mp-1221773,-1.7527887857850004
mp-1059357,-0.4268262467968751
mp-1180782,-2.9428694953139996
mp-1191369,-2.3800736347282596
mp-1080060,-3.73519424375
mp-1191416,-0.20244598097222224
mp-1079703,-0.6893596693750004
mp-1041928,-2.282171833845715
mp-1212730,-1.8021042562499996
mp-1199765,-0.44642844962899986
mp-1111620,-1.966283906024966
mp-1080127,-0.40839649055555527
mp-1198332,-0.9299917658173323
mp-1224327,-0.5255734150000002
mp-755723,-2.5641774803409088
mp-1186750,-0.6894434108333334
mp-1228281,-3.498675747554346
mp-1192167,-1.2368581362700002
mp-1194380,-0.020717712678572094
mp-1227812,-2.4588625749431814
mp-1183773,-0.8279215787499998
mp-1226247,-1.0709777644642864
mp-1174280,-2.020819571269
mp-553974,-3.380838557509584
mp-1045627,-0.9591511602499999
mp-1179660,-0.6594380416114812
mp-1177036,-2.658027349345428
mp-1213746,-2.202993804839224
mp-1208563,-0.8308152890740743
mp-1179800,-2.232606099545757
mp-1184670,-0.22288974125000038
mp-1217458,-0.6911390166666669
mp-1048485,-2.3885463230555564
mp-1221324,-1.3490426519985188
mp-1194949,-2.3579865145989016
mp-1177251,-2.7128809879761917
mp-1225132,-0.4171999024999999
mp-1174473,-1.8773329514078572
mp-1198006,-1.3099003621153844
mp-1220961,-2.109696569214001
mp-1180243,0.16614659672666812
mp-1094198,-0.04468087749999997
mp-1187131,0.21654289125000004
mp-1205831,-1.4410397592733328
mp-1210783,-0.5176308085371427
mp-1197888,0.667968783075556
mp-1216765,-0.12809130979166738
mp-1215193,0.23681691499999857
mp-866013,-0.062707085
mp-1113967,-1.7780465480249652
mp-1189564,-1.0566248097991071
mp-1216294,-0.25901743833333296
mp-1190960,-0.037927872365556205
mp-1190516,-0.8583913942006273
mp-1100688,-1.8586582291224998
mp-1177282,-2.5680493173647614
mp-1211871,-2.884867480208333
mp-1228089,-2.6565303649999996
mp-1114154,-1.3422805251034482
mp-1042385,-1.4726207953749983
mp-1100751,-1.7599942022474995
mp-864857,-0.14026941928571457
mp-1211579,-0.37655214896222194
mp-1213280,-0.9220348694791669
mp-1223961,-0.3380101254817709
mp-770423,-2.253807947913846
mp-1214678,-1.0149121127921752
mp-1104479,-2.466026489375
mp-1383,-0.22251637333333463
mp-1205519,-0.5144915127499999
mp-1205419,-1.4793060839374994
mp-1184239,-0.34312202125000013
mp-1198073,-1.5925430853683622
mp-1199200,-1.3101216378125002
mp-1186371,0.26725448946428587
mp-1173194,-2.7077004728409086
mp-1201008,-0.2873410385746116
mp-1182725,-1.2218997124692856
mp-1211525,-1.0354975504393942
mp-1211595,-2.6039358527499985
mp-865381,-0.7056807687500006
mp-1218969,-0.4257315916071432
mp-1177743,-2.3807746705208337
mp-1208766,-2.9241797118750004
mp-983123,-0.5711721937499998
mp-1195083,-0.6919607338685714
mp-1177711,-2.558971809305556
mp-1180659,-0.44741650844531256
mp-1217836,-0.4583577927777777
mp-1045965,-2.152580425625
mp-1226729,-0.41122090554687496
mp-1210713,-2.1937634260521044
mp-1195797,-2.015386362362329
mp-1200244,-0.2052951157421057
mp-1229329,-1.7668826039002126
mp-1186966,-0.39316874458333295
mp-1195402,-0.9543111384013637
mp-1221311,-0.5197805353246746
mp-1189578,-0.41580177322600065
mp-1177325,-2.369228009438775
mp-1226964,-1.8985375272916667
mp-1208378,-0.2579371901190467
mp-1220587,-0.2242331783035727
mp-861964,-0.6634480574999992
mp-1102554,-0.7525344556699997
mp-1041710,-1.8132746257692303
mp-1218024,-0.6491869809226187
mp-1219605,-3.258103192334217
mp-1219390,-0.08521028710526486
mp-1201319,0.6001853745479984
mp-1228810,-0.5056655478645832
mp-1186389,-0.2171243650000001
mp-1205529,-0.40317533852272774
mp-1186526,0.012040509374999786
mp-1183087,0.06460711499999938
mp-1113795,-2.2386221882829656
mp-1229042,-3.184578690000001
mp-1190015,-2.8289558661785725
mp-1185995,-0.19523538500000015
mp-1102359,-1.1855397016666671
mp-1196466,-2.117202029322917
mp-1104364,-0.12751305571428517
mp-1224559,-0.9904121014880948
mp-1204276,-1.2610922031627585
mp-1221763,-0.15101089897599707
mp-1208906,-1.5712916454759995
mp-1202197,-0.5876337665391986
mp-1079667,-0.7520222319999995
mp-1222986,-2.1793837242105263
mp-1200899,-2.447744926014385
mp-1045475,-2.655008930988571
mp-1203077,-1.9019525554430765
mp-1180932,-2.5221229964420004
mp-1179411,-2.6876517848846664
mp-1179754,-0.789335805073037
mp-1214964,-0.7609458484883717
mp-1093589,2.6440100699999998
mp-1207931,-2.4656929722685184
mp-1213318,-3.472860132250001
mp-1214582,-2.084920108550586
mp-1213115,-1.1744533928313572
mp-1203128,-2.6379565908333333
mp-1228392,-2.88852610875
mp-1189680,-0.15731307788666715
mp-1110721,-1.4857045768189656
mp-1211805,-0.8069082960256413
mp-1210923,-2.204585520625
mp-1209732,-0.6411783329999998
mp-1205836,-3.1270036987500007
mp-1186624,-0.4757287885416668
mp-1222525,-2.72875705452381
mp-1218934,-2.5886087835499993
mp-1041518,-2.050505615714285
mp-1202291,-2.317773990222158
mp-1173447,-1.8546944429656895
mp-1180094,-1.80186318703125
mp-1213569,-0.15802227527777843
mp-1204336,-2.783365527157314
mp-1198672,-0.7932901982023614
mp-1044387,-1.598135226704546
mp-1220586,-0.37976102080357244
mp-1213928,-1.574597265096437
mp-1215680,-1.0943638730357148
mp-1225766,-0.0754751187500003
mp-862955,-0.6294428856250001
mp-1192874,-1.6205861274107147
mp-1205988,-2.5398214585000014
mp-1174539,-1.9201905698716668
mp-1188286,-0.7958361996666667
mp-1199182,-0.44507699929017874
mp-1180715,-1.3038622918490619
mp-1226303,-0.3895340149107146
mp-1204198,-1.8711731689218751
mp-1218133,-0.18707399666666666
mp-1217986,-1.22025354015625
mp-1195954,-2.2895372750390637
mp-1219517,0.30283147812500033
mp-1175848,-1.8557838353724998
mp-1040986,-2.2298516821428573
mp-1181623,-0.7763288614114278
mp-1045637,-1.2049447232500001
mp-1103666,-3.1443437441666675
mp-1217332,-1.0406739102824982
mp-1196747,-2.5268715766757244
mp-1203426,-1.4723437323437496
mp-1193662,-2.514034086607143
mp-1177446,-2.245705106571428
mp-1201491,-1.6713044119911646
mp-1209946,-1.164547748922194
mp-1101619,-4.115107009595
mp-1043098,-2.345850827071122
mp-1208621,-0.45491661500000014
mp-1213385,-0.931209715707777
mp-1216943,-2.9781412600140054
mp-1197332,-0.7907395446052627
mp-1219550,-1.560430759707777
mp-1198391,-0.8303178718749997
mp-1190488,-3.113220291145833
mp-1217267,-0.09821888999999961
mp-1184584,0.06252301125000015
mp-1191367,-0.6327104708333339
mp-1214150,-2.489103925321429
mp-1203415,-3.5490467435830007
mp-1178643,-0.24098396548611195
mp-1222582,-1.3322213648611105
mp-1176325,-2.452288146847291
mp-1228234,-3.133956939750001
mp-1201693,-2.841465347738096
mp-1218727,-2.0436953256249994
mp-1174778,-2.1279050645550006
mp-1184137,-0.43136594916666704
mp-1187294,0.01645052124999946
mp-1183764,0.008959567499999821
mp-1225380,-1.9704679616032614
mp-1044564,-1.8736585517346944
mp-1180977,-0.7677433167173329
mp-1179530,-0.38598087416666654
mp-1101364,-2.6720000314682557
mp-1192721,-1.5264100696428575
mp-1208765,-2.517557354519231
mp-1220582,-0.7813036938888894
mp-1212273,-0.46662094282629046
mp-1184737,-0.44143162899999877
mp-1220365,-0.36399716241071545
mp-1188037,0.20857799124999943
mp-1214594,-2.5309991218055554
mp-1218770,-2.7460234049419996
mp-1184143,-0.0026171824999998705
mp-1181352,-1.4097497987699998
mp-1094904,0.10934255500000045
mp-1208860,-3.257679270208333
mp-1224413,-0.1356524422657144
mp-1046495,-2.1915057637500004
mp-1204701,-0.31233406191777785
mp-1198851,-0.4900915758148154
mp-1025168,-1.9239140660200005
mp-1076858,-2.2862174560000006
mp-1224612,-0.4402944610937496
mp-1225391,-0.0412872037500005
mp-1103998,-0.9178235381666667
mp-1204590,-0.7191363394444442
mp-1207683,-0.5372531050000001
mp-1212771,-1.2216371320433328
mp-1183381,-0.28745637958333337
mp-2533,-2.8590973232142844
mp-891880,-1.3539601644999997
mp-1181183,-1.686833212749999
mp-1110858,-1.556285730556
mp-1220412,-0.5469080548325893
mp-1211680,0.01312401810714243
mp-1212091,-1.4303547345312495
mp-1105916,-0.9382904930902782
mp-1189291,-1.0689832289583339
mp-1207437,-1.305044239921875
mp-1044527,-2.92148943975
mp-623098,-2.5682665755
mp-1196322,-1.2080859151415098
mp-1217305,-0.5341786250000004
mp-1183585,-0.2919480462499999
mp-1216002,-0.48555556722222093
mp-1214023,-2.5173732827173914
mp-1207620,-0.1455033095833332
mp-1206511,-1.2613615624904218
mp-1216250,-2.9713788999278847
mp-1211543,-0.831427817083334
mp-1197593,-1.7243605432251978
mp-1218571,-3.0523619308441554
mp-1190964,-0.024359432400000287
mp-1214606,-3.1310930543548388
mp-1181403,0.14140304390999997
mp-1189015,-0.6343272748611118
mp-1215430,-0.9145376331640627
mp-1221242,-1.4282072336666678
mp-1215560,-0.23448144351190456
mp-1206162,-1.7318442855540006
mp-631553,0.9242302570833334
mp-1194559,0.8016414789885705
mp-1218819,-2.406394941015625
mp-1204479,-0.977885427316177
mp-1103281,-0.5091620072966668
mp-1195835,-1.0240680682371432
mp-1104306,-1.5943986406324604
mp-1096608,1.0144227375
mp-1044071,-2.0069695623489006
mp-1212562,-0.8483892443360409
mp-1192884,0.04635208922413748
mp-1041214,-2.66355229075
mp-1215106,-0.6897183572222221
mp-1205313,-0.7696552056249999
mp-1200456,-3.353289433922632
mp-1096078,1.1991244629166666
mp-1192710,0.34531694192571394
mp-1223968,-0.83322035625
mp-1176224,-1.8569981831849995
mp-631467,0.7155740804166659
mp-1211137,-2.6416953210416665
mp-1218921,-1.8991389591666668
mp-1224395,-0.38093472884615337
mp-1207970,-0.9384172212499999
mp-1103461,-0.8568888366566666
mp-1186488,0.0007920068749998066
mp-1211938,-2.946397750326088
mp-1207738,-1.8755302807894736
mp-1110859,-1.9254474733560003
mp-1176120,-1.8334325322474996
mp-1177909,-2.6010869624941355
mp-1197842,-2.6229582045540614
mp-1191118,-0.37666619205459756
mp-1018025,-2.723025908125
mp-1044569,-3.590212216130625
mp-1210899,-2.3983621567107676
mp-1196452,-0.584869669666
mp-1198019,-1.7100752132853334
mp-1181952,1.1960241053724996
mp-1195360,-1.3301130838435995
mp-1214095,-2.850923705889166
mp-1192983,-1.3954799404487177
mp-1206194,-1.2218821510689655
mp-1049283,-2.1542940422499997
mp-643394,-1.7382557293996297
mp-1176348,-2.3115802405714283
mp-768044,-2.006668741221
mp-1196972,-0.491352230015129
mp-1211919,-0.225670496402221
mp-1024046,-2.828036424375
mp-1201788,-1.7760117148860373
mp-1204625,-0.7544691926587311
mp-1179176,-1.8542424239063153
mp-1182950,-0.4404606332812504
mp-1179595,-0.2219362016176468
mp-715598,-2.4852006118125005
mp-1183457,-0.1995327362499999
mp-1211880,-2.783940500390978
mp-1175141,-2.0866380195349996
mp-1106203,-0.47142939906250003
mp-863028,-1.399012248125
mp-1209657,-1.559518006303999
mp-1198330,-0.5813611292645616
mp-1226309,-0.7517004818750012
mp-1103715,-1.4772488041466667
mp-27457,-2.996796754087302
mp-1199650,-0.0156928705147065
mp-1203851,-2.051412078409375
mp-1215256,-1.4510776242257144
mp-1042418,-0.9886700389062497
mp-1038660,-2.945680770189732
mp-1186839,0.6683496884913793
mp-1204055,-1.7254084892775723
mp-1220193,-0.6413890362500005
mp-1222727,-0.8580030677825006
mp-1205731,-3.503547010364
mp-1182634,-2.3829487844215387
mp-1177045,-2.662630611970429
mp-1194764,-2.8604460046799995
mp-1147765,-1.595330236411429
mp-1111834,-1.2908711422413794
mp-1100,-0.05084115916666695
mp-1182481,-1.3908084239285716
mp-1212422,-0.08935938572090989
mp-1210487,-1.0455268485000004
mp-1180028,-0.606988315411666
mp-1102530,-1.2928954272121433
mp-1094567,-0.028103674999999884
mp-1185605,-1.0423468676953123
mp-1196637,-2.547515375113636
mp-1105483,-0.5523735150000008
mp-1194392,-2.7306010661666664
mp-1194418,-1.7840103514224144
mp-1212740,-0.870633281866022
mp-1227981,-1.595088471180556
mp-1215060,0.5836958139743592
mp-1190604,-0.40912411252976
mp-1214079,-0.1881553274358974
mp-1226670,-0.6796790850000001
mp-1190898,-2.442866197797391
mp-1199510,-0.2805265862499991
mp-1216935,-0.01474316846153884
mp-1190190,-2.0858613158333337
mp-1217088,-0.1853217363888883
mp-1178324,-2.5283550422345447
mp-1206507,0.3876854737500004
mp-1220548,-2.7266056441911766
mp-1078906,-1.49972079275
mp-1182375,-2.1253842556799993
mp-1195403,-0.7791346793405396
mp-1219536,-0.03475946083333407
mp-1202841,-0.5186207955555567
mp-1224298,-0.4446404328571439
mp-1196108,-0.767171808246753
mp-1188951,-0.04480702399999927
mp-1197135,-0.548985063434706
mp-1207598,-1.20869848140625
mp-1216780,-0.46154601199999945
mp-1173397,-3.602585298717533
mp-1219661,-0.46983410781609236
mp-1214634,-3.147328747499999
mp-1213091,-0.08256952950000027
mp-1196769,-0.8676634566805556
mp-1228875,0.011373058883415629
mp-1042883,-1.64140906375
mp-1188376,-2.0194825923109248
mp-1176270,-1.8109998222474992
mp-1185143,-0.3950570937500002
mp-1181688,-2.811815186978402
mp-1195326,-0.9658862474647221
mp-1206509,0.05134597166666547
mp-1227157,-2.260118396745807
mp-32066,-2.5574912317460323
mp-1215944,-2.8172150398611118
mp-1209877,-3.293662596906154
mp-1119338,-1.3779155481944447
mp-1046933,-1.1672052587500001
mp-1175514,-1.6992148556249989
mp-1228534,-1.8749812940234367
mp-865887,-0.67029722375
mp-1192820,-1.4597261937053847
mp-1192144,-1.530509905565
mp-1225655,-0.5618052242857142
mp-1191478,-0.09307706119318482
mp-1096462,1.9755083387499996
mvc-9261,-2.9029589428911553
mp-1039816,-2.8742316079492185
mp-1198564,-0.47080122194444446
mp-1216548,-2.166227263619792
mp-1181173,-0.9541386579281266
mp-1199672,-2.3606084321840206
mp-1184650,-0.23644004624999937
mp-1216319,-0.2205694400000001
mp-1196856,-0.3109484326333324
mp-1186383,0.8708177962500008
mp-861540,-2.623845116769557
mp-1192498,-0.017336086206894613
mp-1214164,-2.012390201835937
mp-707081,-1.9789256303210494
mp-8287,-0.8481170366964284
mp-1192384,-2.5922211867857134
mp-1183022,-1.9863916849404764
mp-1043919,-2.587676607222223
mp-1095204,-0.610254003
mp-1227798,-3.2132659121221274
mp-1175478,-1.7075531178124992
mp-1206621,-1.5882595435999998
mp-1048406,-1.6670324529807696
mp-1179383,-0.535580483767436
mp-1225779,0.1615243429464286
mp-1173392,-2.1738175511904756
mp-1209096,-0.5968013891666667
mp-1079664,-0.43441625266666717
mp-1203255,-1.3476452169413449
mp-1179066,-1.049498082764444
mp-1174020,-1.9720942687210006
mp-1216713,-0.4070204891964287
mp-1226740,-0.27980560249999975
mp-1217271,-2.540928883154571
mp-1228469,-2.376184171805556
mp-1110732,-2.4278689680594487
mp-1228272,-2.9798351945277783
mp-1196140,-0.8255658406958107
mp-1110964,-1.3408219871
mp-1193634,-1.0140761770856785
mp-1191650,-1.7242555821590904
mp-1226382,-0.9362002543973215
mp-1175134,-1.8580473811216673
mp-1200315,-1.6509402445312498
mp-1112326,-2.71206373743469
mp-1219316,-2.7311823237288135
mp-29927,-2.438697234965714
mp-1217947,-2.2985891579642868
mp-1204392,-0.4198114354166667
mp-1221612,-2.765930894305556
mp-1214629,-2.3928666510135126
mp-1177935,-1.9610477346700006
mp-1221941,-0.9157480406118181
mp-1201645,-0.5295584574999997
mp-1192732,-1.689425776387728
mp-1226371,-0.5175698741562499
mp-1184076,-0.2127305074999999
mp-1103351,-0.9606826755048078
mp-1191709,-1.9842118598697915
mp-1173028,-2.1952013790624996
mp-1201492,0.12120160543103523
mp-1228279,-2.550446488749999
mp-1041397,-1.3150254543749997
mp-1183026,1.1067206746433342
mp-1209566,-3.4397357429166653
mp-1201177,-0.451484440697284
mp-1226505,-1.0165703401785717
mp-1173843,-1.6051093316907692
mp-1224722,-2.3290241717503766
mp-1204135,-1.0939725537704998
mp-1196427,-2.555179703586957
mp-1190749,-0.22234186222222205
mp-1179557,-0.9582433402045457
mp-1183667,-0.1577375521962965
mp-1186436,-0.39473277750000024
mp-1194682,-2.944813078196429
mp-976260,-0.43190266999999993
mp-46,0.007263838333332551
mp-977566,-0.8378065325000001
mp-1203733,-1.9570618516429348
mp-505743,-2.3127265577380944
mp-1223278,-1.6797357356547633
mp-5159,-0.519486235
mp-1224340,-1.1434037595682138
mp-1203994,0.6250482986890188
mp-1202398,0.9345622253155557
mp-1187801,-0.0032786287500004008
mp-1113575,-0.892206602241379
mp-1195461,-0.778465598000001
mp-1222472,-2.115443333177083
mp-1217268,-2.0147301526785717
mp-1208404,-1.2273368166875016
mp-1214073,-1.5237160752097192
mp-1185609,-0.4254879299999992
mp-1113996,-1.9345790230594482
mp-1214827,-1.3571579328668475
mp-1222967,-1.5183061379999998
mp-1208202,-0.44242482410714296
mp-1213498,-1.1328738394832325
mp-1207163,-0.41775514852272716
mp-1225053,-0.6606222969999997
mp-1105136,-0.6314302715848215
mp-1217146,-1.0125393353869043
mp-1189335,-2.0391642740625002
mp-1211116,-0.031294899393394165
mp-1192541,-1.556305339268572
mp-1214731,-0.8442810972295831
mp-1204283,-1.3212301186919175
mp-601275,-0.15886588657199957
mp-1183057,0.01874219999999956
mp-1217234,-0.1649440014583332
mp-1177598,-2.5392966326370443
mp-1209342,-1.7085510465862073
mp-567435,0.8652848916666672
mp-569343,-0.15693643370370344
mp-1207259,-1.3174865635833335
mp-1206557,-2.680437625585938
mp-1214247,-2.6077288432083328
mp-1204867,-0.279227502564936
mp-1194141,-1.417113696851428
mp-1112340,-2.462592316455379
mp-982666,-0.2783876850000002
mp-1183274,-0.24421454833333334
mp-1183552,-0.321572276875
mp-1202559,-1.275343510606555
mp-1044003,-1.52205442234375
mp-1048779,-1.6003113369444444
mp-1189635,-0.3207897127361875
mp-1188500,0.03385235271428542
mp-1221425,-0.17368713499999977
mp-1043888,-1.6865470440624992
mp-1101460,-2.7330619582738103
mp-1217602,-2.2387203946920287
mp-1196277,-1.0687173433601973
mp-1223408,-2.120745706639286
mp-1147692,-1.2072940549539175
mp-1212516,-0.9991371668158929
mp-1197175,-3.252012183632275
mp-1175472,-1.7012833868749988
mp-1177017,-2.4926745307259317
mp-1184643,-0.45111825333333355
mp-1113973,-2.4305301572749656
mp-1217274,-0.06389486750000017
mp-643264,-0.46792361574666685
mp-1224702,0.1234700799999997
mp-1203562,-1.7831796606250003
mp-1223241,-1.8208282780014287
mp-1186882,1.0493782197413788
mp-1215783,-0.5659270373529419
mp-1210903,-1.0649045708285172
mp-1198826,-0.5260526830870589
mp-1202735,-1.1862362611645962
mp-1175943,-1.8514626359974997
mp-1182175,-0.4028866475231475
mp-1201170,-0.9601003127913529
mp-1177681,-2.3457571051937975
mp-1186473,-0.7841490112500011
mp-1211818,-1.4683604882577583
mvc-13889,0.3320302060479989
mp-1173870,-0.7658062668135289
mp-1176355,-1.5151121177777769
mp-1198864,-1.630728978736979
mp-1042706,-2.249482260121818
mp-1206817,-1.448228429956
mp-1190536,-1.522346715103571
mp-1223256,-2.9687031878333334
mp-1196120,-1.0008641344444449
mp-1198425,-2.06737873106223
mp-1043065,-1.6219894140000009
mp-1047107,-2.3058476598214295
mp-1104325,-0.3283077382142857
mp-1190132,-3.244746914062501
mp-1181809,-0.8416378412281825
mp-1185505,-0.599433102499999
mp-19101,-3.09509270625
mp-1217469,-0.04285928444444487
mp-12129,-0.8565058083333339
mp-1208271,-0.9712760888878326
mp-1046291,-1.4271886939423082
mp-1211241,-3.510810690312501
mp-1218205,-2.260908885625
mp-1218831,-2.355315130250001
mp-1019888,-0.6392533682377781
mp-962060,0.18308710833333267
mp-1214579,-0.23737602357261878
mp-1203790,0.058337384117647044
mp-1181940,-1.4373924738400001
mp-1102691,-1.1894442008333332
mp-1191625,-0.44824063113095153
mp-1100935,-1.3526273204135064
mp-1202698,-0.3935091969736854
mp-1184636,-0.25639181124999944
mp-1192521,-3.2894186300396666
mp-1204762,-0.9109022820878039
mp-1177280,-2.602507157245715
mp-1223762,-1.5347765611466668
mp-1202678,-2.6722879635643113
mp-1205361,-0.22971635649999983
mp-1210174,-0.5306150327551019
mp-1025253,-0.5323849838095244
mp-1175029,-1.8805950794549986
mp-1204851,-1.8543763487596163
mp-1208649,-0.8616902250000003
mp-1177931,-1.8467350570725973
mp-1173163,-3.2715554751620366
mp-1221171,-0.4858470984685127
mp-1228259,-0.20728334907407328
mp-1043472,-2.2010494367719784
mp-1225263,-2.301794065136346
mp-1196688,-1.5742334042968746
mp-1205443,-2.649343267099
mp-1224468,-0.7697592303749999
mp-1195570,-2.313477968576388
mp-1147728,-1.1521382065357149
mp-1182915,-1.2996621940625
mp-1223894,-0.602915108051948
mp-3144,-3.5779931120238095
mp-1209363,-0.8933200784482759
mp-1104106,-0.6549897053571436
mp-1190540,-1.9221643650781257
mp-1206263,-0.2571950855555553
mp-1179410,-0.25258457114583344
mp-1224970,-0.4208059139999996
mp-1043165,-2.2287071362500015
mp-1095572,-0.7896973177777777
mp-1227573,-3.016664594250001
mp-1200474,-1.4890267193641489
mp-1176911,-2.6486106054464438
mp-1219202,-0.5255651641666669
mp-1093971,0.9412038100000001
mp-1209158,-1.914834635476832
mp-1226275,0.06775710266666693
mp-1227178,-3.5089820245312495
mp-1185262,-0.2797373825
mp-1202376,-2.2550836570941555
mp-1104494,-0.29672571285714305
mp-1212006,-2.0742552528784852
mp-1104240,-0.6695599835714283
mp-1178189,-3.0693992574074076
mp-1226472,-3.798630494166667
mp-1218520,-3.4554187507142857
mp-1040794,-2.562458611868131
mp-1176009,-1.8584976097474994
mp-1212352,-0.3467541018750004
mp-1195568,-1.8835880293923613
mp-1220141,-0.1369795334742647
mp-1191504,-1.2818958754587502
mp-1201807,-2.768796873448277
mp-1187690,0.06967347249999989
mp-560010,-2.5291549771363835
mp-1228515,-2.9841677777499998
mp-864909,-0.7529044887499996
mp-1175896,-1.8571207256849993
mp-1218730,-0.3849216966666666
mp-1173187,-3.069847933747416
mp-1225387,-1.0452864640324995
mp-1046961,-0.8875796842857139
mp-1046310,-2.211242327499999
mp-1216504,-2.216936030625
mp-1047908,-3.3493627970830007
mp-1189647,-0.17890016176470672
mp-1173444,-0.03809983032899363
mp-1198109,-0.654357695474138
mp-1183483,-0.45608555166666687
mp-1211499,-0.9483569709062505
mp-1110746,-0.950239367568965
mp-1195470,-2.843447281655173
mp-1210885,-3.258203617918957
mp-1185363,-0.31239079999999997
mp-1210367,-1.4803057988949115
mp-1106211,-1.5689068407500009
mp-863013,-2.143739360729815
mp-1079403,-2.2747508632499995
mp-1191720,-1.1006572452083336
mp-1224621,-3.7527704968452387
mp-1041855,-1.9940420799038459
mp-1176785,-1.1797066246153842
mp-1204672,-0.1945393081617644
mp-1214211,-0.5954610091796866
mp-1110819,-0.6600101730689651
mp-1177290,-3.099218460754737
mp-1207603,-2.793962045583334
mp-1100363,-0.8704298207670459
mp-1175580,-1.8600674903724999
mp-1213395,-1.1548550002387263
mp-1222291,-0.05549338500000012
mp-1095737,1.4944575100000002
mp-1219859,-0.643926309166666
mp-1183419,-0.37852085124999935
