id,formation_energy_per_atom,band_gap
mp-775304,-2.795842275699999,2.7808
mp-781704,-2.0592029517982584,0.0
mp-699248,-2.7336381682161663,0.9298
mp-561033,-0.6016395885763891,0.32530000000000037
mp-697180,-0.09118789874999988,0.0
mp-759486,-2.6089636391020408,2.9448000000000003
mp-738612,-0.8590544493417147,4.7905
mp-555421,-3.086244506185898,3.9610000000000003
mp-780906,-1.4668280830422218,0.0
mp-776011,-2.3472424596825396,0.0
mp-558460,-0.9801326905950001,2.2443
mp-11503,0.07177929931034566,0.0
mp-540818,-0.3534683600520836,1.4125999999999999
mp-770560,-2.0930786407060187,1.6368
mp-775350,-2.7881584694642854,2.6736000000000004
mp-975346,-1.3973089852178624,0.0
mp-772046,-2.2100010884325396,0.0
mp-557539,-2.8651339546425,3.5743
mp-864831,-0.4647122474999996,0
mp-765258,-2.8747511455276396,1.0362
mp-11568,-0.37677150500000023,0.0
mp-557680,-2.1616383712500005,0.8148999999999997
mp-20400,-0.9025403209999994,0.0
mp-757924,-1.2395339750114285,1.6463
mp-862870,-1.9310252517499997,0.39490000000000025
mp-631548,0.6320168074999999,0.0
mp-961647,-0.081712966031746,0.0
mp-1024969,-3.6393990641166667,0.08419999999999994
mvc-4875,-1.7453409487098277,0.12300000000000022
mp-7787,-3.025295204270833,2.8690999999999995
mp-865548,-0.2308092041666665,0.010500000000000398
mp-541868,-1.1313325651080004,0.0514
mvc-15081,-1.8259886721739127,0.7867000000000002
mp-19447,-2.318143518125,3.9493
mp-16056,-2.54042489131579,0.8667
mp-976742,0.19026862125000044,0.0
mp-1001019,-1.5783217820535722,1.0918
mp-849219,-2.6720637491533332,0.49650000000000016
mp-11478,0.04909384750000001,0.0
mp-569875,-0.7629650453333341,0.0
mp-768887,-3.1510696612499998,5.245
mp-769774,-1.6695818908928568,1.9968
mp-554255,-1.6694437275915759,2.1538
mp-769819,-3.6384959610526324,3.4627999999999997
mp-770030,-2.3799898678124993,3.0366
mp-28040,-0.2952579171231743,5.7222
mvc-4329,-2.4333445194444447,1.9196
mp-997527,-3.2249582675847455,0.7995999999999999
mp-13053,-0.46191659750000014,0.0
mp-566312,-2.8175822138919417,4.1989
mp-36526,-4.1864072383133335,4.256600000000001
mp-27548,-1.3254221751562492,0.0
mp-775404,-2.2591628346030053,0.0
mp-560383,-3.686926774729731,2.8636
mp-16789,-1.9535907817708345,0.0
mvc-6404,-1.8399991335255177,0
mp-1008617,-0.3386001666666667,0.0
mp-16326,-1.3577582293650796,0
mp-720897,0.8278483258660321,0.0
mp-22568,-0.17500077874999942,0.0
mp-865908,-0.6657052699999997,0.0
mp-566459,-2.0406081057812493,2.9403
mp-862700,-0.4752587549999987,0.0
mp-767626,-2.431011566627919,0.0
mp-14235,-3.00354327076923,3.9542
mp-762079,-2.2078786174064624,3.0023
mp-554344,-2.776225725486112,4.593699999999999
mp-30910,-0.1851652067948715,0.0
mp-583762,-1.550685279467369,0.9180000000000001
mp-973524,-0.7213909419444443,0.0
mp-767677,-2.18357496609375,0.0
mp-763296,-1.2310107575490192,0.8900999999999999
mp-3583,-1.4586541879519999,0.0
mp-567042,-1.8327666896892751,4.5385
mp-770792,-2.0349836358479685,0.0
mp-19551,-2.5576564596825397,0.8924999999999998
mp-743617,-1.6369242358272102,0.16189999999999993
mp-764546,-2.350627013333333,1.5705000000000002
mp-779972,-1.466839926875,1.0271000000000003
mp-1029274,-0.7951365802864588,0.20420000000000016
mp-569339,0.1851596984615387,0.0
mp-4158,-2.9888712578571415,0.0
mp-28530,-3.1534819630612256,0.06700000000000017
mp-12712,-0.6984755549999997,0.0
mp-18958,-2.8286727528124995,2.1682
mp-762937,-1.6113210902631585,0.3133999999999999
mp-568252,-1.3951689535446155,1.7546
mp-772158,-1.645883335,2.3401
mp-676561,-0.21491744681250005,0.34129999999999994
mp-706599,-2.344598111336207,1.8312
mp-31363,-1.996936527728889,0.0
mp-1021667,-0.09020999340200006,0
mp-769593,-2.4181301956249994,0.0
mp-753304,0.01239585999999998,0.49280000000000007
mp-765931,-2.739595048977328,0.9456000000000001
mp-32430,-2.6491533492931545,2.47
mp-696776,-2.5403171723150213,0.0
mp-617407,-2.160675285475,3.9837
mp-547521,-2.5758881906516287,3.1734
mp-11295,-0.28478971124999974,0.0
mp-1015567,0.13839368591333331,0.27060000000000006
mp-862654,-0.6297452031250002,0.0
mp-568402,-0.7515027299999992,0.0
mvc-4616,-2.213507341041667,0.035200000000000564
mvc-1176,-3.0137331850347224,0
mp-542986,-0.6566044009999998,0.011700000000000266
mp-561357,-2.0958930220758965,0.0
mp-1025879,-0.8552167202777778,0.8946000000000001
mp-961650,0.37481339666666713,0.0
mp-677670,-1.969250970955653,1.8232
mp-1023942,-0.07857130666666616,1.0435
mp-778355,-1.9960369637500004,3.8004
mp-540803,-0.8749503445454543,0.0
mp-761636,-2.214451270105042,0.0
mp-753891,-3.631429475277777,2.8427000000000002
mp-775302,-2.998353134843749,1.2829000000000002
mp-29746,-0.8101275796911642,1.3805999999999998
mp-677372,-2.7205024770833335,0.0
mp-25720,-1.5937266837175006,2.0853
mp-2750,-0.20778030649999976,0.0
mp-767727,-2.6756748313198466,0.0
mp-769501,-2.0483383215079356,0.022299999999999986
mp-15896,-0.2830218659635418,0.24020000000000064
mp-27603,-0.48210483205882326,0.005199999999999427
mp-708038,-0.6990046651476013,1.1293
mp-570276,-0.2800727949999997,0.0
mp-707792,-0.9229161610440523,2.2268
mp-21460,-0.5760009037499989,0.0
mp-12902,-0.89937088875,0.8967
mp-643431,-0.7166560811918178,1.7101
mp-607818,-0.4963761558333329,0.2549999999999999
mp-774096,-1.9691382985000003,1.7893000000000001
mp-756801,-2.234216170045788,3.8272000000000004
mp-14384,-3.319822639140625,3.8221
mp-567664,-0.7898431986538467,0.0052000000000003155
mp-769885,-3.1166693398863625,1.2135000000000002
mp-759409,-0.453040551358951,1.706
mp-993,-0.5252354566666663,0
mp-11201,-0.582635778888888,0
mp-975521,-2.85726779275,0.0
mp-973529,-0.5978132323611108,0.0
mp-7045,-2.17959084078125,1.7435
mp-6509,-3.1304017734655556,3.6831
mp-770910,-2.5444541002643866,1.3618999999999999
mp-676524,-1.1466062325757576,0.3644000000000007
mp-638276,-1.1337366673841183,0.4205999999999994
mp-975421,-0.47270037875000026,0.0
mp-752396,-3.6667728985714283,0.0
mp-752460,-1.9906168991266668,0.7818
mp-676799,-0.02935665700000006,0.07189999999999985
mp-10422,0.2525822543750005,1.3112
mvc-9584,-1.8951140692857145,1.2894999999999994
mvc-11360,-2.247766509146667,2.9442
mp-709921,-2.734146227058728,2.1879999999999997
mp-8858,-2.3558351277139997,0.0
mp-1020613,-1.6600366201249996,1.8405
mp-758741,-0.610857111238095,0.0
mp-754075,-2.8260247491450228,4.8912
mp-680781,-2.308484318009869,0.4684
mp-28673,-1.911215454449406,3.6742
mp-768262,-3.052288277069231,0.0
mp-556485,-0.9299738216145835,0.06689999999999996
mvc-10587,-1.4520439511148027,0.0047000000000001485
mp-754839,-1.7137414741666663,0.0
mp-762837,-2.579667451904762,2.9105
mp-696360,-2.282466526499131,0.19720000000000004
mp-769900,-2.827226349402601,0.7452000000000001
mp-690517,-2.8600471571428576,2.191
mp-754173,-2.485251665694445,0.0
mp-14338,-0.7200812760416666,1.3432
mp-758715,-2.338395296875001,0.5165000000000002
mp-12128,-0.23495796124999968,0.0
mp-33667,-2.17815222203125,1.9741999999999997
mp-27384,-0.7286099015000005,2.4375
mp-3348,-0.502720343055555,0.0
mp-570040,-0.1420646974992311,1.7729000000000001
mp-765936,-0.9305178920833335,1.1465
mp-853214,-2.477334645696691,0.012299999999999978
mp-764660,-2.345032757984495,1.6402
mp-616079,-1.8315754386647731,2.2110000000000003
mp-560300,-1.8299701815364589,1.7587000000000002
mp-29383,-0.3290698928125,0.9419999999999997
mp-863851,-2.6112697692857147,2.2996000000000003
mp-768519,-2.949765603888889,1.8838000000000004
mp-622190,-0.6210068354137916,0.0
mp-561130,-1.3227726649553573,2.6125
mp-1025200,-3.4627862830952387,0
mp-761318,-2.3848509058150174,4.2992
mp-983409,-0.03192096159482727,0.007100000000000328
mp-18962,-2.8966893547500008,2.2555
mp-30219,-1.8807537921733335,4.3612
mp-765490,-2.3160700671385546,0.09840000000000004
mp-868468,-2.4369622718333326,1.1496
mp-16240,0.022012028750000745,0
mp-568694,-1.4476116812962962,0.1160000000000001
mp-755544,-2.7050002981250003,1.4748000000000006
mp-1030516,-0.6277354493750001,0.0
mp-782640,-2.0333146083870965,0.0
mp-863734,-0.19208432499999972,0
mp-746662,-0.7009829029889151,3.146
mp-555457,-2.2082368724001924,4.0102
mp-676261,-3.511394768068182,2.1545
mp-531553,-0.6146721805155558,1.3538999999999999
mp-556098,-2.8955056262100007,3.3274
mvc-5260,-2.2540672990476187,1.3186
mp-16903,-3.3882683876357143,4.7617
mp-1021464,-0.8662496293858339,3.2759
mp-24123,-0.4514970239784617,5.5329999999999995
mp-975614,-1.9374475736197923,0.09640000000000004
mp-28668,-0.20891978997249971,3.0054
mp-30444,-0.04997632499999984,0.0
mp-1018711,-0.4444683566666671,0
mp-29558,-1.6763440954075,2.3000000000000003
mp-31077,-0.3922982149999999,1.6797
mp-984358,0.18946261218750005,0.0
mvc-10624,-2.7697155400830002,0.8495999999999999
mvc-15230,-2.139293476944445,0.040000000000000036
mp-555599,-0.5301244411979162,0.0
mp-9385,-0.45431252953125006,1.7326000000000001
mp-780486,-2.4509294113119915,0.0
mp-28680,-1.2228285730555555,3.5771
mp-757569,-2.482889925132275,0.0
mp-5800,-2.9490865512500006,3.1576
mp-763079,-1.685795040333334,0.09799999999999986
mvc-2949,-1.5828060833333335,1.5413000000000001
mp-768037,-2.8303961649800002,1.5798999999999999
mp-757159,-2.464360618214286,3.1885000000000003
mvc-3940,-2.2584586195,1.4814999999999996
mp-865384,-0.73159297625,0.05689999999999973
mp-24289,-0.1419588693099998,0.0
mp-769859,-1.7163922554177335,0.0
mp-975564,-2.3454120354583337,0.0
mp-775381,-2.633808503244709,0.8977
mp-976029,0.08499056750000022,0.0
mp-27750,-1.9140639948144442,2.8914
mvc-12046,-1.47567814515625,0.0045999999999999375
mp-557227,-3.2840057986264135,4.2813
mp-850010,-2.126054786104445,1.9314
mp-16236,-0.6716037995312497,0.4838
mp-861626,-0.15768931124999952,0
mp-862911,-0.502953020833333,0.031299999999999883
mp-27949,-0.5940256583855551,5.2626
mvc-11862,-1.613476251785714,0.36819999999999997
mp-554867,-3.0378243358928563,0.2969000000000004
mp-765528,-2.96439855926,1.8385
mp-11620,-0.04577409833333294,0.0
mp-707285,-1.1409059332262845,0.5665
mp-684712,-2.4508731871875,1.1702
mp-1025265,-2.5070124778228577,0.01419999999999999
mvc-8609,-2.4427696399126972,2.8161
mp-772882,-3.0514685342045453,3.3259
mp-1029166,-0.6004083388541671,0.11129999999999995
mp-862774,-0.5634140850000007,0.0
mp-24155,-0.6449650357466664,0.0
mp-761696,-2.3124612092499985,1.3739000000000003
mp-866104,-0.37371146,0
mp-510456,-2.544490768181818,3.1151999999999997
mp-764729,-2.353547784817143,1.8165
mp-972463,-0.8553278081249998,0.0
mp-771374,-2.282117288,0.0
mp-23706,-0.709933992715,0.0405000000000002
mp-22729,-0.9251533093181815,0.0051000000000005485
mp-32428,-2.6431218867931543,2.3464
mp-770860,-2.4772697208312513,2.1268000000000002
mp-976125,-0.6008978812499999,0.0
mp-11770,-0.6381470651562502,0.0
mp-695772,-2.4954506551400573,1.8371999999999997
mvc-11568,-2.5900451823254023,0.018800000000000594
mp-23550,-1.9941862674600002,3.2009
mp-706608,-2.01031409848836,6.6406
mp-780125,-2.2862383731860914,1.2957999999999998
mp-531991,-4.137627768457868,0.0002999999999993008
mp-643790,-0.5795936702799995,0.0017999999999993577
mp-1028642,-0.7527103483072916,0.8890000000000002
mp-12612,-0.22478441999999982,0.0
mp-1007862,0.039897242499999486,0.0
mp-557414,-1.5695177000181264,4.2279
mp-13975,-3.424405712218751,2.1741000000000006
mp-29775,-2.59850132659091,1.6164
mp-868488,-3.6339960354166663,1.762
mp-767013,-2.4229825871825406,2.5837999999999997
mp-975788,-0.36273606,0.0
mp-8146,-3.215889933645832,0.0
mp-762508,-2.0635259272499993,0.1025999999999998
mp-686296,-3.088684824250001,3.2017000000000007
mp-972272,-0.7185914537500002,0.0
mp-29376,-1.2917385196250002,2.4635999999999996
mp-764988,-2.590429929000271,0.8373999999999999
mp-21489,-1.5764979106250003,1.2033
mp-766515,-1.3783641843474996,4.263
mp-542702,-0.4388059802495457,3.2024
mp-25177,-1.9666235636111113,1.9044999999999996
mvc-15891,-1.8501673697499996,0.05000000000000071
mp-770315,-1.756204044375,2.0316
mp-11279,-0.14394708833333425,0.0
mp-13496,-0.5877532800000003,0.0
mp-505396,-1.6227479552777777,1.4986000000000002
mp-19405,-0.5119350124999997,0.0
mp-27344,-0.22670229020848479,6.1859
mp-565704,-2.519414431080828,2.2390999999999996
mp-542766,-2.579781352092491,4.2134
mp-31907,-1.9274757093035724,0.23529999999999984
mp-977229,0.39651170999999996,0.0
mp-1018826,-0.8324070266666658,0.0
mvc-866,-1.815206061979166,0
mp-555271,-3.2688408451325,4.354
mp-1030156,-0.39438670703125095,0.15359999999999996
mp-645218,-3.3954207866369046,3.7934
mp-672677,-0.6038727986206905,0.0
mp-705355,-2.589421925285456,1.5914000000000001
mp-764539,-2.3837018652898543,1.344
mp-5015,-0.5604777083333343,0.0
mp-24118,-1.5231848879085532,5.508
mp-560293,-3.6562274397587724,1.9348999999999998
mp-19679,-2.968447208522726,0.0
mp-30307,-0.7539187666666665,0.0
mp-1168,-0.45397819416666724,0.001200000000000756
mp-14515,-1.405628250178572,2.1048000000000004
mp-27702,-1.8286234165033328,2.3644999999999996
mp-767888,-2.3738591319688633,3.5789
mp-708015,-1.1098909707455382,0.8796999999999999
mp-2883,-3.016466226704546,2.6977
mp-768296,-2.760489899102041,2.3485
mp-769908,-1.9281573755012806,0.6454
mp-721926,-2.1690864768990927,0.2188000000000001
mvc-863,-2.9213752825000006,3.5218
mp-865797,-0.31906530749999984,0.0
mvc-7315,-0.6421432207142855,0.27669999999999995
mp-32537,-1.6511392026136376,1.9576
mp-582029,-0.7226097849999983,0
mp-673662,-0.4446199224137933,0.004799999999999471
mp-851015,-2.412810581766747,0.4534
mvc-10856,-3.026554831717861,0.47350000000000003
mp-769697,-1.0022306514285708,0.0
mp-3930,-1.929918522518474,0.6131000000000002
mp-864758,-0.05206513874999996,0.06630000000000003
mvc-8944,-2.2010633715000005,0.04789999999999939
mvc-5085,-2.8673931218478255,2.0401000000000002
mp-1030408,-0.39386696619791667,0.19730000000000025
mp-20054,-0.879621713541666,0.0
mp-560908,-1.1430057287500008,0.0
mp-24938,-2.247827280714286,1.8198999999999999
mp-568069,-0.13019020277777926,0.0
mvc-5935,-1.3529556352380947,0
mp-770341,-2.564073331874999,3.0815999999999995
mp-705288,-2.47940650972188,0
mp-762856,-2.4212110293223437,0.0
mp-775153,-2.7168510293524997,3.0904000000000003
mp-782677,-2.76225967776111,0.5941000000000001
mp-777012,-2.532801541428572,0.2677999999999998
mp-780888,-1.3522318946153848,0.0
mvc-13323,-2.666039924903845,0.383
mp-722369,-2.535742746278667,4.6581
mp-743818,-2.5447697485714285,0
mp-759817,-0.8745890945205471,0
mp-774326,-1.813729548022222,0.6995999999999999
mp-5984,-0.5825143346296294,0.0
mp-1989,-0.6160637281250008,0.0
mp-767749,-2.3434511898023116,2.0062
mp-766937,-2.9679170715175003,3.0894
mp-773409,-2.369336660045787,4.0342
mp-4402,-1.005978044738096,0.0
mvc-6817,-2.0913587489285725,2.0509
mp-865138,-0.6354527128448257,0.0
mp-772260,-2.8178900669598765,3.9595
mp-25658,-2.2833033747857145,0.08229999999999982
mp-773273,-2.138372975333333,1.3331
mp-31690,-2.5447099921565934,1.949
mp-754466,-2.500622713095,2.0522
mp-753443,-2.208352750624999,3.1547
mp-779622,-2.773959641358225,5.5953
mp-23894,-1.7687830262175002,3.9942
mp-2281,-1.1766535349999998,0.0
mvc-824,-2.4055356970068704,0.04599999999999982
mp-763820,-2.9313732282411533,0.0
mp-757997,-2.486288812215609,0.0
mp-11018,-0.9515394558763632,2.1602
mp-752450,-1.6723686649999998,2.5702000000000003
mp-7363,-0.3627153499999999,0.0
mp-763609,-2.0718086549577133,0.6966000000000001
mp-776523,-2.976933371234337,2.5061
mp-694999,-2.680137971660026,2.093
mp-850768,-2.6063307003598184,0.5419
mp-7824,-2.7926067169044444,1.6997
mp-7390,-0.49672527000000005,0.0
mp-637204,-0.21159350785714284,0.0030999999999998806
mp-691131,-1.85475259342742,2.4698
mp-780484,-2.600661469612015,3.8106
mp-984827,0.23511789249999993,0
mp-651688,-1.589661220046297,0.0
mp-554906,-2.1453493548095244,2.8034999999999997
mp-979282,0.552348904583333,0.00820000000000043
mp-16337,-0.29988576142857176,0.6610999999999998
mp-10661,0.140983415,0.0
mp-570530,-1.2301031118892316,3.2599
mp-776259,-2.5440925164519994,2.0534
mp-1027911,-0.6604293896875006,0.0
mp-541293,-2.8896509478571426,1.3359999999999994
mp-7645,-2.4550573590104166,5.5291999999999994
mp-561710,-1.1122472244374997,1.646
mp-628637,-1.1615579121458335,0.0
mp-677195,-2.23681487099383,2.9445
mp-4941,-2.80091315,2.7047999999999996
mp-3575,-3.3044586332575765,4.8224
mp-1007770,0.11192430249999985,0.0
mp-566504,-2.6744060633333326,2.6028000000000002
mp-769048,-1.4023323501562501,2.0896
mp-542627,-0.593576885781251,0.0
mp-769951,-2.5822832596199015,0.0
mp-1009641,-0.1972583616666667,0.0
mp-31245,-2.320004060710784,2.9506
mp-504149,-2.4280110563492068,2.8074000000000003
mvc-8493,-2.34318500570055,0.0249
mp-642210,-3.1062088722499994,4.2049
mp-11456,-1.1040847674999998,0.0
mp-554015,-1.212863680543333,5.5306999999999995
mp-704688,-0.7735546671966672,2.329
mp-754973,-2.5314806229166664,0.03259999999999952
mp-568625,-0.9478998638636359,0.0030999999999998806
mp-574169,-0.3032155383333337,0.41830000000000034
mp-540474,-2.3931672329890907,0.8654
mp-1025682,-0.27582640524305585,0.3641000000000001
mvc-6503,-1.8663711820969462,0.02210000000000001
mp-637209,0.30379199160799997,3.1608
mp-864973,-0.41885572999999976,0.0
mp-652402,-0.7982758072103193,1.7915999999999999
mp-7859,-1.7651359970312503,0.0
mp-566232,-2.2101815511250003,3.8186
mp-600190,-1.0168622883394989,4.1757
mp-770891,-2.5388781254166672,0.7077999999999998
mp-641845,-0.5551752333333333,0.0
mp-5910,-0.6753318199999997,0.0
mp-675597,-1.05410445748,1.1272
mp-1017529,-0.15729835125000058,0.031799999999999606
mp-14328,-3.3526296185246602,4.5689
mvc-15384,0.2152061488100001,1.3441
mp-761406,-2.55840113796875,2.448
mp-771926,-2.020489777142857,1.2033000000000005
mp-977165,0.3669588612500001,0.0
mp-43094,-3.5151419590426385,3.0113000000000003
mp-549033,-2.3746852667989415,3.1231
mp-776061,-2.851081851322068,1.0360999999999998
mp-21017,-0.5693270997500008,0.0
mp-568552,-0.4130949799999997,0.0
mp-867921,-0.2685518987500011,0.06539999999999946
mp-766609,-2.3424950456589135,1.3453
mp-862486,-0.4788371637500006,0.16250000000000053
mp-16343,-0.24379295499999998,0.03589999999999982
mp-29131,-0.5034944067968743,0.0
mvc-1233,-2.802627565207254,4.088900000000001
mp-764686,-2.7140767772816665,1.7955
mp-600205,-0.2629401560031248,2.5227
mvc-3777,-2.464968443884529,0
mp-31462,-0.9335441924999994,0.0
mp-766153,-2.1139368784027783,3.2699999999999996
mp-769578,-2.1297840658912044,0.6354
mp-765234,-2.759325467977328,0.0
mp-5566,-2.3766131507140003,0.0
mp-758157,-1.277746429721923,2.1724
mp-720382,-1.0971907974522228,5.255
mp-21906,-0.2660961322115382,0.0
mvc-15519,-1.4014310749999996,1.0652000000000001
mp-558268,-2.819314184814615,3.3861
mp-934,-0.23187952000000012,0.0
mp-25583,-1.1330163025813325,3.7408
mp-24853,-2.3758983034722214,0.13560000000000016
mp-556725,-0.5571087128181249,0.0
mp-31248,-2.249032043455882,0.0
mvc-13994,-2.2641376371298736,1.4741
mp-849370,-2.6284827582966668,1.8601999999999999
mp-568072,-0.6370205912127979,0
mp-21613,-0.11385537344827559,0.0
mp-771478,-2.4194049068219265,0.0
mp-15999,-1.2618962680208334,2.0985
mp-18684,-3.111477311904405,7.2209
mp-699475,-0.4983216533618185,0.45099999999999996
mp-569873,-1.4758831870454543,0.00140000000000029
mp-774072,-2.441742828009566,0.9430000000000001
mp-753319,-2.717431037250001,0
mp-764570,-2.3666106443939388,1.6739
mp-569595,-0.6750320016666667,2.4080000000000004
mp-974861,-1.2110180934365138,0.0
mp-744991,-2.4997778399648753,2.2196999999999996
mp-556411,-1.965189373653846,1.4708999999999994
mp-561134,-0.49872832664062505,0.6246999999999998
mp-774530,-3.5163709202642286,2.2142000000000004
mp-2823,-1.5404449315476194,0.0
mp-1357,-0.585439304196429,0.0
mp-555228,-2.8549960128766663,4.3132
mp-706544,-0.5492335125699996,2.7434
mp-989633,-1.2269365929279998,2.3975
mp-768943,-1.883405040863971,0.0
mp-853,-0.3398686233333332,0.0
mp-765607,-1.8664345579062558,0.0
mp-569157,-0.4862989512499998,2.4854
mvc-8919,-3.100293088068182,3.0533
mp-558165,-1.3347154795987501,2.1067
mp-12087,-0.2682596980208333,0.0
mp-757042,-2.4246238454421767,3.0295
mp-541097,-3.6853714980100003,2.8390000000000004
mp-505244,-0.1357740417968749,0.0
mvc-16834,-2.2483274656683747,0.026399999999999757
mp-554219,-2.153083317403846,1.7300000000000004
mp-721727,-1.5955361808456867,3.8757
mp-30583,0.0462912800000006,0.0
mp-2684,-0.6597882622222221,0.0
mp-558534,-3.3922669841666675,5.3919
mp-978625,-0.2588538062500003,0.0
mp-11572,-0.5017019774999998,0.0
mp-31520,-2.6295556878472226,3.1117
mp-558195,-3.3416846374244447,4.0836
mp-19652,-2.3220567283333344,0.3835000000000002
mp-14352,-2.1318983212499996,2.5520000000000005
mp-579930,-2.4461216385367064,4.1815999999999995
mp-540942,-2.6634794582820005,4.5535
mp-559560,-3.509864604267999,2.9455
mp-705480,-2.338456392086528,0.10239999999999982
mp-540270,-2.4520532484940474,1.2872999999999999
mp-771429,-1.0295508000000007,0.3373999999999997
mp-770305,-1.5400665511250005,1.8773000000000002
mp-771529,-2.329488597021208,0.9354999999999998
mp-24522,-1.5649694769502769,0.375
mp-29672,0.3437048134825007,3.4675000000000002
mp-571342,-0.4389290047222219,0.0
mp-851055,-2.589853059000271,0.819
mp-630528,-0.8145274345312505,0.4394
mp-22596,-0.5156068868750003,0.0
mp-771281,-2.715378042399268,0.8586999999999998
mp-672690,-1.6679856804375006,0.0
mp-560144,-1.064901892113,1.6301
mp-542554,-0.4292122309504759,2.778
mp-28387,-0.9891980009175239,1.3333
mp-2812,-0.056516051666665845,0.0
mvc-2582,-2.3471204999038466,0
mp-569187,-0.4425488738458334,6.0656
mp-780282,-2.397956877619048,2.7302
mp-867756,-0.5340623924999992,0.0016999999999995907
mp-977537,-0.6228386300000004,0.0
mp-769504,-2.0487103219246037,0
mp-25110,-2.0517992023076923,3.0528999999999997
mp-569333,-0.35602051999999995,0.0
mp-755779,-1.5217103067857143,2.1794000000000002
mp-686615,-2.69483324681217,0.043500000000000316
mp-862703,-0.5553932800000005,0.0
mp-16613,-2.2361468268749993,0.5888
mp-1025575,-0.5954091079513886,1.0142999999999998
mp-556185,-2.7921562309027785,3.4598999999999998
mp-605,-0.5045257575000003,0.044299999999999784
mp-557679,-2.9284619340277778,4.2837
mp-853168,-2.684294722486666,0.5223
mp-1532,0.009588985416666418,0.0
mp-568841,-0.6834943266071422,0.0
mp-762568,-2.472666910656137,0.6234000000000002
mp-715008,-1.9492640501305034,0.5512999999999999
mp-11514,-0.6955399699999987,0.0
mp-768017,-1.5920250728124996,0.0
mp-6969,-0.4970270400000004,0.0
mp-632758,-2.102656456672937,0.0
mvc-5113,-3.185003182916666,1.5072999999999999
mp-776200,-2.819047284166667,3.4222
mp-16102,-1.9973936074950405,2.1142
mp-770577,-2.584083352291666,2.2439999999999998
mvc-5784,-2.29830699225,0
mp-36358,-2.457742775178571,1.4014000000000002
mp-31214,-0.8570979092113094,0.0
mp-20108,-0.44949986499999994,0.0
mp-865050,-0.8827316575000008,0.0
mp-779712,-3.069562714417306,0.0
mp-1047,-0.9328651229519999,0.7733000000000003
mp-11123,-1.2396945826302084,1.3946
mp-976446,-1.888038338217862,0.0
mp-778657,-2.643739061184186,2.1629000000000005
mp-567692,-0.5128093273511902,0.0
mp-4763,-0.3138591840476197,1.3636999999999997
mp-766157,-2.2968664780158323,2.3204000000000002
mp-716509,-2.0589202532589277,2.4793
mp-781710,-1.9639439266266667,1.3512000000000004
mvc-15895,-1.8691702616071422,1.1666
mp-560982,-1.2158679524679996,2.4568
